SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
WEST RAJASTHAN,1995,8.20,8.00,2.20,3.00,1.30,18.80,194.80,101.60,16.30,13.60,0.00,0.00,367.90,16.30,6.60,331.50,13.60
WEST RAJASTHAN,1996,2.20,3.20,2.50,2.30,22.00,143.20,47.60,64.20,16.90,3.70,0.00,0.00,307.90,5.40,26.80,271.90,3.80
WEST RAJASTHAN,1997,1.10,0.20,5.50,10.60,20.30,65.90,56.40,103.90,20.60,51.50,3.60,5.60,345.10,1.30,36.40,246.70,60.70
WEST RAJASTHAN,1998,0.00,8.70,4.50,5.60,0.90,51.10,55.00,32.50,63.00,58.20,0.10,0.00,279.60,8.70,11.00,201.60,58.30
WEST RAJASTHAN,1999,6.40,3.10,0.20,0.00,39.30,23.80,55.90,61.50,6.50,7.60,0.00,0.00,204.30,9.50,39.60,147.60,7.60
WEST RAJASTHAN,2000,0.50,0.50,0.30,3.10,4.30,8.20,171.60,39.60,5.70,1.10,0.50,0.00,235.30,1.00,7.70,225.10,1.50
WEST RAJASTHAN,2001,0.50,1.10,0.10,9.50,23.80,48.60,122.90,68.70,2.80,7.30,0.00,0.00,285.30,1.50,33.40,243.10,7.30
WEST RAJASTHAN,2002,0.30,2.60,1.00,1.40,11.20,26.90,2.40,17.20,20.60,0.10,2.50,6.00,92.40,3.00,13.70,67.20,8.60
WEST RAJASTHAN,2003,2.50,21.20,0.80,0.40,1.80,45.20,188.40,93.60,13.90,0.20,0.00,0.10,368.10,23.70,3.00,341.10,0.30
WEST RAJASTHAN,2004,2.40,0.00,0.00,4.80,6.00,33.50,26.90,94.30,8.60,18.70,0.00,1.60,196.70,2.40,10.80,163.30,20.30
WEST RAJASTHAN,2005,1.40,14.20,8.70,6.30,14.50,29.20,86.10,24.30,75.80,0.00,0.10,0.00,260.80,15.60,29.60,215.40,0.10
WEST RAJASTHAN,2006,0.00,0.00,16.90,3.40,8.30,36.90,52.70,203.60,31.30,5.30,0.40,2.50,361.30,0.00,28.60,324.40,8.30
WEST RAJASTHAN,2007,0.00,34.90,22.00,2.30,3.80,41.20,90.50,69.40,45.60,0.00,0.10,0.90,310.80,35.00,28.10,246.70,1.00
WEST RAJASTHAN,2008,1.60,0.20,0.80,18.20,24.70,56.10,57.10,133.30,23.00,0.40,0.40,8.30,324.10,1.80,43.60,269.50,9.10
WEST RAJASTHAN,2009,2.90,2.80,5.30,1.60,7.60,26.10,79.10,27.10,7.50,0.30,0.10,0.10,160.40,5.70,14.50,139.80,0.50
WEST RAJASTHAN,2010,1.90,1.70,0.60,0.60,3.00,49.50,129.90,163.40,96.50,0.90,20.10,5.20,473.20,3.60,4.10,439.20,26.20
WEST RAJASTHAN,2011,0.00,11.80,1.50,1.50,7.80,24.40,88.50,166.80,116.30,0.10,0.00,0.00,418.70,11.80,10.70,396.10,0.10
WEST RAJASTHAN,2012,0.50,0.00,0.00,9.50,10.40,5.30,40.40,166.70,92.00,1.90,0.00,0.60,327.30,0.50,19.90,304.30,2.50
WEST RAJASTHAN,2013,8.60,21.80,4.20,3.10,1.70,37.60,104.50,138.20,58.70,10.10,1.00,0.00,389.40,30.40,8.90,339.00,11.10
WEST RAJASTHAN,2014,0.80,2.20,4.70,8.40,23.00,13.80,94.30,69.60,84.90,0.50,0.20,0.00,302.40,3.00,36.00,262.60,0.70
WEST RAJASTHAN,2015,1.40,0.90,30.30,25.20,15.50,53.20,234.60,60.50,35.70,1.10,0.10,0.00,458.40,2.30,71.00,384.00,1.20
