SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
GUJARAT REGION,1914,0.00,3.70,0.00,0.20,5.40,222.30,488.80,137.70,234.90,8.50,6.00,0.00,1107.50,3.70,5.60,1083.70,14.40
GUJARAT REGION,1915,7.50,1.90,12.10,1.60,2.30,128.70,128.90,116.30,52.70,112.30,2.80,0.20,567.30,9.40,16.00,426.60,115.30
GUJARAT REGION,1916,0.00,0.00,0.20,0.10,8.70,126.70,168.30,418.90,193.60,32.40,4.00,0.00,952.90,0.00,9.00,907.50,36.40
GUJARAT REGION,1917,0.40,7.40,0.00,5.30,98.30,126.80,320.10,379.20,353.70,233.70,0.00,0.00,1524.90,7.80,103.60,1179.80,233.70
GUJARAT REGION,1918,0.40,0.00,0.20,0.00,12.10,37.80,110.50,213.40,17.60,0.20,0.50,0.00,392.60,0.40,12.30,379.30,0.70
GUJARAT REGION,1919,6.10,0.10,0.00,1.30,2.10,110.00,335.90,481.20,78.10,33.00,19.60,0.00,1067.40,6.20,3.50,1005.20,52.60
GUJARAT REGION,1920,44.10,1.80,0.00,0.20,63.20,189.30,268.10,110.40,31.70,0.00,0.00,0.00,708.90,45.90,63.40,599.50,0.00
GUJARAT REGION,1921,0.80,0.00,0.00,0.00,0.00,31.10,529.70,205.40,405.10,0.40,0.00,0.20,1172.80,0.80,0.00,1171.30,0.60
GUJARAT REGION,1922,2.10,0.00,0.00,0.00,0.00,130.80,314.80,106.80,314.30,5.00,4.10,0.70,878.70,2.10,0.00,866.80,9.80
GUJARAT REGION,1923,0.00,5.20,1.50,4.00,4.60,2.60,295.00,157.50,81.90,0.90,0.00,0.00,553.20,5.20,10.10,537.00,1.00
GUJARAT REGION,1924,1.40,0.00,0.40,0.00,5.50,117.30,297.30,267.00,198.70,21.00,0.00,1.00,909.60,1.40,6.00,880.30,22.00
GUJARAT REGION,1925,0.00,0.00,0.10,0.00,25.80,264.60,199.30,81.80,14.20,0.40,6.60,0.20,593.10,0.00,26.00,559.90,7.20
GUJARAT REGION,1926,6.50,0.00,0.90,2.00,8.50,20.10,406.10,471.00,359.10,0.10,0.10,0.00,1274.50,6.50,11.50,1256.40,0.20
GUJARAT REGION,1927,0.00,4.90,0.00,0.20,1.90,139.40,903.30,199.20,113.90,26.20,18.30,14.80,1422.10,4.90,2.10,1355.80,59.30
GUJARAT REGION,1928,0.00,0.20,0.00,0.00,0.00,51.50,372.70,220.50,138.30,19.60,16.40,1.80,821.00,0.20,0.00,783.00,37.80
GUJARAT REGION,1929,1.90,0.00,0.00,5.50,0.90,123.60,353.70,150.70,20.60,7.20,0.60,11.60,676.30,1.90,6.40,648.60,19.40
GUJARAT REGION,1930,2.00,0.20,0.20,0.10,1.10,160.20,426.00,152.90,102.80,48.20,0.00,0.90,894.70,2.20,1.50,841.90,49.10
GUJARAT REGION,1931,0.00,0.10,0.00,0.00,1.70,18.40,332.50,546.30,86.40,113.60,4.20,1.30,1104.60,0.10,1.70,983.70,119.10
GUJARAT REGION,1932,0.00,0.00,0.80,0.40,0.40,57.90,540.00,146.60,129.20,30.10,0.90,0.30,906.60,0.00,1.60,873.70,31.30
GUJARAT REGION,1933,0.00,3.40,0.70,3.50,44.30,118.30,241.30,473.60,227.50,15.10,1.40,7.90,1137.10,3.40,48.60,1060.60,24.40
GUJARAT REGION,1934,0.10,0.00,0.70,0.30,0.00,219.70,266.10,392.90,81.20,0.90,17.60,0.00,979.60,0.10,1.10,959.90,18.50
GUJARAT REGION,1935,7.30,0.00,0.00,1.60,0.40,82.40,356.00,107.10,187.60,14.20,0.10,0.30,756.90,7.30,1.90,733.10,14.60
GUJARAT REGION,1936,0.00,1.80,1.30,0.00,0.80,189.40,133.40,52.90,175.80,1.30,52.50,0.00,609.30,1.80,2.10,551.50,53.90
GUJARAT REGION,1937,0.00,4.00,0.20,0.10,0.00,260.60,577.80,32.00,320.10,3.30,0.10,4.80,1203.10,4.00,0.30,1190.60,8.20
GUJARAT REGION,1938,0.00,0.10,0.00,0.00,15.80,265.00,342.60,134.60,26.30,30.30,0.00,0.00,814.90,0.10,15.80,768.60,30.40
GUJARAT REGION,1939,0.00,1.10,3.10,0.00,0.00,30.30,210.30,265.30,91.60,1.30,2.40,0.20,605.60,1.10,3.10,597.50,3.90
GUJARAT REGION,1940,11.30,4.40,10.10,2.00,1.50,152.60,208.30,241.80,119.80,91.50,26.70,0.00,870.10,15.70,13.50,722.60,118.20
GUJARAT REGION,1941,1.00,12.50,0.10,0.70,0.90,42.50,671.90,187.70,40.70,3.30,0.00,0.40,961.80,13.50,1.80,942.90,3.70
GUJARAT REGION,1942,2.00,13.70,0.00,0.00,9.00,130.10,501.10,367.80,162.60,0.00,0.00,0.30,1186.80,15.80,9.00,1161.60,0.40
GUJARAT REGION,1943,0.10,0.00,0.00,0.60,19.00,132.80,484.20,80.90,152.20,42.60,0.40,0.00,912.80,0.10,19.50,850.10,43.00
GUJARAT REGION,1944,2.90,0.00,5.10,2.30,2.30,110.10,625.90,502.70,72.20,16.90,0.00,0.00,1340.60,2.90,9.80,1310.90,17.00
GUJARAT REGION,1945,7.00,0.00,0.00,1.90,0.70,160.90,518.80,245.30,339.50,2.70,0.00,0.00,1277.00,7.00,2.60,1264.60,2.70
GUJARAT REGION,1946,0.00,2.10,0.00,1.10,4.20,233.30,291.70,469.60,104.60,1.10,34.40,5.50,1147.70,2.10,5.30,1099.30,41.00
GUJARAT REGION,1947,0.40,0.00,0.00,40.40,0.00,5.40,216.70,257.10,252.70,8.30,2.30,0.00,783.40,0.40,40.40,731.90,10.70
GUJARAT REGION,1948,11.70,0.40,0.00,0.00,0.70,65.50,185.90,115.90,49.80,18.20,25.10,0.60,473.90,12.10,0.70,417.20,43.90
GUJARAT REGION,1949,0.00,0.10,0.00,0.00,2.50,35.20,290.00,205.50,241.10,23.50,2.50,0.00,800.30,0.10,2.50,771.80,25.90
GUJARAT REGION,1950,0.00,0.00,0.00,0.00,0.10,11.70,730.70,76.90,306.60,3.30,0.00,0.00,1129.30,0.00,0.10,1125.90,3.30
GUJARAT REGION,1951,0.00,0.00,0.40,0.30,2.10,65.60,218.60,162.60,7.30,13.90,7.30,0.30,478.30,0.00,2.70,454.10,21.50
GUJARAT REGION,1952,0.00,0.00,0.00,0.00,0.20,138.70,487.70,136.40,11.60,1.80,0.00,0.00,776.60,0.00,0.30,774.50,1.80
GUJARAT REGION,1953,12.60,0.00,0.00,0.10,0.30,143.60,240.00,552.90,104.50,1.00,0.00,0.40,1055.50,12.60,0.40,1041.00,1.40
GUJARAT REGION,1954,0.10,2.00,5.50,0.00,0.20,114.30,355.00,214.10,522.00,32.00,0.10,2.60,1248.00,2.20,5.70,1205.50,34.70
GUJARAT REGION,1955,0.30,0.10,0.10,0.70,3.10,104.90,109.90,393.50,311.40,51.40,0.10,0.00,975.70,0.40,4.00,919.80,51.50
GUJARAT REGION,1956,0.00,0.10,0.00,0.10,26.50,102.90,661.30,329.80,135.00,107.40,2.20,1.40,1366.60,0.10,26.60,1229.00,110.90
GUJARAT REGION,1957,2.30,0.00,0.20,0.00,5.70,151.80,257.10,198.70,16.10,7.50,8.20,0.20,647.80,2.30,6.00,623.60,15.90
GUJARAT REGION,1958,1.00,0.00,0.30,1.10,0.70,103.40,336.80,287.10,335.90,46.90,10.00,0.10,1123.10,1.00,2.00,1063.20,56.90
GUJARAT REGION,1959,0.00,0.00,0.00,2.80,1.40,98.00,632.60,321.80,377.60,121.70,4.70,0.00,1560.70,0.00,4.20,1430.10,126.40
GUJARAT REGION,1960,1.60,0.00,0.20,0.00,8.00,131.40,218.30,210.60,73.10,6.30,0.00,0.10,649.60,1.60,8.20,633.30,6.50
GUJARAT REGION,1961,0.00,0.60,0.00,0.00,0.60,90.20,365.10,174.60,297.70,16.10,0.10,0.00,945.10,0.60,0.60,927.60,16.20
GUJARAT REGION,1962,0.00,0.00,1.40,1.30,2.30,49.30,298.80,181.00,227.10,0.00,8.90,2.90,773.00,0.00,5.00,756.20,11.80
GUJARAT REGION,1963,1.40,0.00,0.90,0.30,0.30,65.40,291.40,350.90,227.60,26.00,33.10,0.40,997.90,1.40,1.60,935.30,59.50
GUJARAT REGION,1964,0.10,0.00,0.00,0.00,4.00,106.20,371.00,296.30,114.60,0.50,0.00,0.00,892.70,0.10,4.00,888.10,0.50
GUJARAT REGION,1965,7.40,0.00,0.60,0.40,1.30,11.20,442.40,165.90,24.10,1.00,2.40,0.10,656.70,7.40,2.20,643.60,3.50
GUJARAT REGION,1966,0.20,0.00,0.00,0.00,0.50,123.10,316.40,71.20,183.90,0.80,0.30,0.10,696.70,0.20,0.60,694.60,1.20
GUJARAT REGION,1967,0.00,0.00,42.10,0.40,0.20,132.70,413.20,204.10,123.80,1.00,0.00,21.10,938.70,0.00,42.70,873.80,22.10
GUJARAT REGION,1968,0.10,0.30,1.20,0.00,0.10,33.80,279.10,297.10,45.80,10.30,0.10,0.00,668.00,0.40,1.40,655.90,10.30
GUJARAT REGION,1969,0.00,0.20,0.00,0.00,0.00,100.50,331.30,154.60,191.90,0.00,7.20,3.20,789.00,0.30,0.00,778.30,10.40
GUJARAT REGION,1970,0.20,1.00,0.10,0.10,5.30,262.60,261.20,495.80,321.80,5.80,0.00,0.00,1353.80,1.10,5.40,1341.40,5.80
GUJARAT REGION,1971,0.00,0.10,0.00,0.30,5.00,176.20,253.60,194.10,134.90,5.00,0.00,0.00,769.20,0.10,5.30,758.80,5.00
GUJARAT REGION,1972,0.10,2.00,0.00,0.00,1.80,87.80,208.40,180.40,23.00,0.20,0.00,0.00,503.80,2.00,1.90,499.70,0.20
GUJARAT REGION,1973,0.20,0.70,0.10,0.00,1.30,97.30,301.40,364.50,387.00,7.10,0.00,0.10,1159.60,0.90,1.40,1150.20,7.10
GUJARAT REGION,1974,0.00,0.00,0.00,0.60,51.30,22.10,135.50,103.00,68.70,38.60,0.00,1.50,421.30,0.00,51.90,329.30,40.10
GUJARAT REGION,1975,0.00,0.00,0.70,0.00,0.10,156.00,219.50,449.60,318.50,48.20,0.00,0.00,1192.70,0.00,0.90,1143.60,48.20
GUJARAT REGION,1976,3.20,0.00,0.00,0.00,0.20,342.50,584.40,482.40,149.50,0.20,57.70,0.00,1620.10,3.20,0.20,1558.80,57.90
GUJARAT REGION,1977,3.90,0.10,0.20,0.10,15.40,310.20,565.20,242.90,160.00,0.70,8.90,0.00,1307.70,4.00,15.80,1278.30,9.60
GUJARAT REGION,1978,0.00,1.10,0.00,2.00,0.30,155.50,280.70,405.70,52.30,6.10,26.20,5.90,935.80,1.10,2.30,894.20,38.20
GUJARAT REGION,1979,1.00,4.60,0.00,0.00,0.30,132.30,174.20,441.30,46.30,11.50,92.80,0.10,904.50,5.60,0.40,794.10,104.30
GUJARAT REGION,1980,0.10,0.00,0.00,0.00,0.10,261.30,268.70,249.10,24.00,0.80,0.40,17.60,822.00,0.10,0.10,803.10,18.70
GUJARAT REGION,1981,1.30,0.00,0.70,0.10,0.30,111.30,414.30,377.00,137.90,40.80,30.50,0.00,1114.20,1.30,1.00,1040.60,71.40
GUJARAT REGION,1982,0.40,0.10,0.10,2.60,45.80,39.60,274.40,266.30,25.80,6.50,96.60,0.00,758.30,0.50,48.50,606.20,103.10
GUJARAT REGION,1983,0.10,0.00,0.00,8.00,1.30,129.30,408.80,405.90,180.80,79.80,0.00,0.00,1213.90,0.10,9.40,1124.70,79.80
GUJARAT REGION,1984,0.00,0.00,0.00,0.00,0.00,85.20,250.50,421.40,89.20,5.70,1.70,0.00,853.60,0.00,0.00,846.30,7.30
GUJARAT REGION,1985,0.00,0.00,0.00,0.80,2.10,14.70,247.20,182.50,18.10,124.00,0.00,0.30,589.70,0.00,2.90,462.40,124.30
GUJARAT REGION,1986,0.00,0.00,0.10,0.00,2.00,180.10,161.80,149.40,5.90,1.50,1.10,0.00,501.80,0.00,2.10,497.10,2.60
GUJARAT REGION,1987,0.40,0.50,0.00,0.00,0.30,69.60,119.40,180.60,5.70,3.40,11.20,10.70,401.90,0.90,0.40,375.20,25.40
GUJARAT REGION,1988,0.00,0.00,0.00,2.50,0.00,74.70,573.10,245.50,190.40,11.20,0.00,0.00,1097.40,0.00,2.50,1083.70,11.20
GUJARAT REGION,1989,1.30,0.00,0.00,0.00,0.10,112.50,351.20,298.30,58.00,1.50,0.00,0.00,822.80,1.30,0.10,819.90,1.50
GUJARAT REGION,1990,0.00,3.30,0.20,0.00,32.90,79.00,221.60,530.50,226.20,16.00,4.80,3.80,1118.40,3.30,33.20,1057.30,24.60
GUJARAT REGION,1991,0.00,0.00,0.00,0.00,0.00,55.60,440.80,133.80,41.80,0.00,0.70,0.00,672.70,0.00,0.00,672.00,0.70
GUJARAT REGION,1992,0.80,0.00,0.00,0.00,0.90,132.80,256.30,244.40,244.10,19.20,2.50,0.00,901.10,0.80,0.90,877.70,21.70
GUJARAT REGION,1993,0.00,1.70,0.10,0.00,0.00,133.20,557.40,69.50,147.80,30.10,1.50,0.00,941.40,1.70,0.10,908.00,31.70
GUJARAT REGION,1994,7.20,0.00,0.00,0.10,0.00,320.70,490.60,370.10,343.70,2.00,0.10,0.00,1534.50,7.20,0.20,1525.10,2.10
GUJARAT REGION,1995,2.20,0.00,0.20,0.00,0.00,8.50,451.00,127.40,71.00,22.90,0.30,0.70,684.30,2.20,0.30,657.90,23.90
GUJARAT REGION,1996,1.00,0.00,0.00,0.00,0.00,123.90,374.60,228.50,151.30,23.30,0.10,0.00,902.80,1.00,0.00,878.30,23.40
GUJARAT REGION,1997,0.70,0.00,0.20,3.30,3.60,355.30,241.90,358.00,96.10,8.10,0.90,0.90,1068.90,0.70,7.10,1051.30,9.80
GUJARAT REGION,1998,0.00,0.10,0.00,0.00,0.00,111.50,312.20,196.10,346.90,98.80,4.40,0.00,1070.00,0.10,0.00,966.70,103.20
GUJARAT REGION,1999,0.00,2.00,0.00,0.00,7.40,158.00,219.40,55.10,57.20,69.50,0.00,0.00,568.40,2.00,7.40,489.60,69.50
GUJARAT REGION,2000,0.00,0.10,0.00,0.00,36.10,62.90,301.10,133.00,13.50,0.20,0.00,3.60,550.60,0.10,36.10,510.60,3.90
GUJARAT REGION,2001,6.10,0.00,0.00,0.20,2.10,216.90,320.00,256.80,17.80,28.90,0.20,0.00,849.00,6.10,2.30,811.50,29.00
GUJARAT REGION,2002,4.10,0.00,0.10,0.00,0.00,234.20,45.80,238.50,113.70,0.60,0.10,0.10,637.20,4.10,0.10,632.20,0.80
GUJARAT REGION,2003,0.00,6.10,0.10,0.00,0.00,209.30,518.70,314.60,109.50,1.90,0.00,0.00,1160.30,6.10,0.10,1152.20,1.90
GUJARAT REGION,2004,0.00,0.00,0.00,0.00,4.40,135.50,238.20,553.70,51.80,22.20,0.00,0.00,1005.80,0.00,4.40,979.10,22.30
GUJARAT REGION,2005,0.00,0.00,0.00,0.00,0.30,367.30,378.70,229.40,339.20,1.40,0.00,0.00,1316.40,0.00,0.30,1314.70,1.40
GUJARAT REGION,2006,0.00,0.00,0.80,0.00,0.20,123.50,576.00,624.80,140.60,9.20,2.90,0.00,1478.00,0.00,1.10,1464.90,12.10
GUJARAT REGION,2007,0.10,0.40,0.00,0.00,0.30,94.00,567.80,345.60,169.40,0.00,1.40,0.00,1178.90,0.50,0.30,1176.70,1.40
GUJARAT REGION,2008,0.00,0.00,0.00,3.10,0.10,58.20,261.90,369.50,204.30,11.60,0.10,2.30,911.10,0.00,3.30,893.90,14.00
GUJARAT REGION,2009,0.00,0.00,0.30,0.00,0.00,17.00,390.30,143.50,54.90,27.40,8.10,0.00,641.60,0.00,0.30,605.70,35.50
GUJARAT REGION,2010,0.20,0.00,0.00,0.00,0.00,59.30,328.20,431.00,216.60,12.20,41.00,0.20,1088.70,0.20,0.00,1035.00,53.40
GUJARAT REGION,2011,0.00,0.20,0.00,0.00,0.00,16.30,259.20,451.70,162.50,0.40,0.00,0.00,890.50,0.20,0.00,889.80,0.40
GUJARAT REGION,2012,0.10,0.00,0.00,0.00,0.00,34.40,178.20,230.30,263.80,7.10,0.00,0.00,714.00,0.10,0.00,706.70,7.10
GUJARAT REGION,2013,0.00,0.90,0.10,4.60,0.00,155.70,405.40,211.10,287.30,53.20,0.10,0.00,1118.60,0.90,4.70,1059.60,53.30
GUJARAT REGION,2014,5.70,0.10,0.20,1.00,1.30,11.60,307.50,138.60,235.10,3.30,1.30,0.00,705.70,5.80,2.50,692.80,4.60
GUJARAT REGION,2015,1.80,0.00,6.10,5.50,0.90,120.70,354.70,37.40,93.40,2.20,0.30,0.00,622.90,1.80,12.50,606.10,2.60
